Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Rural, Salaj, Anul 2013, Numar persoane, 29
Rural, Salaj, Anul 2014, Numar persoane, 10
Rural, Salaj, Anul 2015, Numar persoane, 9
Rural, Salaj, Anul 2016, Numar persoane, 7
Rural, Salaj, Anul 2017, Numar persoane, 14
Rural, Salaj, Anul 2018, Numar persoane, 6
Rural, Salaj, Anul 2019, Numar persoane, 11
Rural, Salaj, Anul 2020, Numar persoane, 8
Rural, Salaj, Anul 2021, Numar persoane, 9
Rural, Salaj, Anul 2022, Numar persoane, 12
Rural, Alba, Anul 1990, Numar persoane, 19
Rural, Alba, Anul 1991, Numar persoane, 16
Rural, Alba, Anul 1992, Numar persoane, 20
Rural, Alba, Anul 1993, Numar persoane, 18
Rural, Alba, Anul 1994, Numar persoane, 12
Rural, Alba, Anul 1995, Numar persoane, 11
Rural, Alba, Anul 1996, Numar persoane, 18
Rural, Alba, Anul 1997, Numar persoane, 11
Rural, Alba, Anul 1998, Numar persoane, 13
Rural, Alba, Anul 1999, Numar persoane, 15
Rural, Alba, Anul 2000, Numar persoane, 16
Rural, Alba, Anul 2001, Numar persoane, 11
Rural, Alba, Anul 2002, Numar persoane, 21
Rural, Alba, Anul 2003, Numar persoane, 17
Rural, Alba, Anul 2004, Numar persoane, 16
Rural, Alba, Anul 2005, Numar persoane, 12
Rural, Alba, Anul 2006, Numar persoane, 10
Rural, Alba, Anul 2007, Numar persoane, 5
Rural, Alba, Anul 2008, Numar persoane, 6
Rural, Alba, Anul 2009, Numar persoane, 9
Rural, Alba, Anul 2010, Numar persoane, 11
Rural, Alba, Anul 2011, Numar persoane, 7
Rural, Alba, Anul 2012, Numar persoane, 6
Rural, Alba, Anul 2013, Numar persoane, 8
Rural, Alba, Anul 2014, Numar persoane, 6
Rural, Alba, Anul 2015, Numar persoane, 7
Rural, Alba, Anul 2016, Numar persoane, 1
Rural, Alba, Anul 2017, Numar persoane, 4
Rural, Alba, Anul 2018, Numar persoane, 11
Rural, Alba, Anul 2019, Numar persoane, 6
Rural, Alba, Anul 2020, Numar persoane, 5
Rural, Alba, Anul 2021, Numar persoane, 9
Rural, Alba, Anul 2022, Numar persoane, 3
Rural, Brasov, Anul 1990, Numar persoane, 7
Rural, Brasov, Anul 1991, Numar persoane, 9
Rural, Brasov, Anul 1992, Numar persoane, 12
Rural, Brasov, Anul 1993, Numar persoane, 13
Rural, Brasov, Anul 1994, Numar persoane, 10
Rural, Brasov, Anul 1995, Numar persoane, 10
Rural, Brasov, Anul 1996, Numar persoane, 6
Rural, Brasov, Anul 1997, Numar persoane, 16
Rural, Brasov, Anul 1998, Numar persoane, 15
Rural, Brasov, Anul 1999, Numar persoane, 5
Rural, Brasov, Anul 2000, Numar persoane, 12
Rural, Brasov, Anul 2001, Numar persoane, 8
Rural, Brasov, Anul 2002, Numar persoane, 6
Rural, Brasov, Anul 2003, Numar persoane, 11
Rural, Brasov, Anul 2004, Numar persoane, 15
Rural, Brasov, Anul 2005, Numar persoane, 6
Rural, Brasov, Anul 2006, Numar persoane, 12
Rural, Brasov, Anul 2007, Numar persoane, 8
Rural, Brasov, Anul 2008, Numar persoane, 11
Rural, Brasov, Anul 2009, Numar persoane, 3
Rural, Brasov, Anul 2010, Numar persoane, 10
Rural, Brasov, Anul 2011, Numar persoane, 8
Rural, Brasov, Anul 2012, Numar persoane, 6
Rural, Brasov, Anul 2013, Numar persoane, 7
Rural, Brasov, Anul 2014, Numar persoane, 6
Rural, Brasov, Anul 2015, Numar persoane, 7
Rural, Brasov, Anul 2016, Numar persoane, 7
Rural, Brasov, Anul 2017, Numar persoane, 7
Rural, Brasov, Anul 2018, Numar persoane, 3
Rural, Brasov, Anul 2019, Numar persoane, 9
Rural, Brasov, Anul 2020, Numar persoane, 5
Rural, Brasov, Anul 2021, Numar persoane, 7
Rural, Brasov, Anul 2022, Numar persoane, 6
Rural, Covasna, Anul 1990, Numar persoane, 24
Rural, Covasna, Anul 1991, Numar persoane, 11
Rural, Covasna, Anul 1992, Numar persoane, 18
Rural, Covasna, Anul 1993, Numar persoane, 11
Rural, Covasna, Anul 1994, Numar persoane, 11
Rural, Covasna, Anul 1995, Numar persoane, 12
Rural, Covasna, Anul 1996, Numar persoane, 15
Rural, Covasna, Anul 1997, Numar persoane, 8
Rural, Covasna, Anul 1998, Numar persoane, 6
Rural, Covasna, Anul 1999, Numar persoane, 10
Rural, Covasna, Anul 2000, Numar persoane, 5
Rural, Covasna, Anul 2001, Numar persoane, 9
Rural, Covasna, Anul 2002, Numar persoane, 11
Rural, Covasna, Anul 2003, Numar persoane, 8
Rural, Covasna, Anul 2004, Numar persoane, 17
Rural, Covasna, Anul 2005, Numar persoane, 9
Rural, Covasna, Anul 2006, Numar persoane, 3
Rural, Covasna, Anul 2007, Numar persoane, 6
Rural, Covasna, Anul 2008, Numar persoane, 6
Rural, Covasna, Anul 2009, Numar persoane, 12
Rural, Covasna, Anul 2010, Numar persoane, 11
Rural, Covasna, Anul 2011, Numar persoane, 6
Rural, Covasna, Anul 2012, Numar persoane, 5
Rural, Covasna, Anul 2013, Numar persoane, 8
Rural, Covasna, Anul 2014, Numar persoane, 9
Rural, Covasna, Anul 2015, Numar persoane, 10
Rural, Covasna, Anul 2016, Numar persoane, 3
Rural, Covasna, Anul 2017, Numar persoane, 9
Rural, Covasna, Anul 2018, Numar persoane, 7
Rural, Covasna, Anul 2019, Numar persoane, 6
Rural, Covasna, Anul 2020, Numar persoane, 8
Rural, Covasna, Anul 2021, Numar persoane, 3
Rural, Covasna, Anul 2022, Numar persoane, 5
Rural, Harghita, Anul 1990, Numar persoane, 12
Rural, Harghita, Anul 1991, Numar persoane, 11
Rural, Harghita, Anul 1992, Numar persoane, 16
Rural, Harghita, Anul 1993, Numar persoane, 21
Rural, Harghita, Anul 1994, Numar persoane, 19
Rural, Harghita, Anul 1995, Numar persoane, 8
Rural, Harghita, Anul 1996, Numar persoane, 10
Rural, Harghita, Anul 1997, Numar persoane, 17
Rural, Harghita, Anul 1998, Numar persoane, 13
Rural, Harghita, Anul 1999, Numar persoane, 15
Rural, Harghita, Anul 2000, Numar persoane, 13
Rural, Harghita, Anul 2001, Numar persoane, 16
Rural, Harghita, Anul 2002, Numar persoane, 9
Rural, Harghita, Anul 2003, Numar persoane, 11
Rural, Harghita, Anul 2004, Numar persoane, 14
Rural, Harghita, Anul 2005, Numar persoane, 17
Rural, Harghita, Anul 2006, Numar persoane, 15
Rural, Harghita, Anul 2007, Numar persoane, 13
Rural, Harghita, Anul 2008, Numar persoane, 14
Rural, Harghita, Anul 2009, Numar persoane, 16
Rural, Harghita, Anul 2010, Numar persoane, 12
Rural, Harghita, Anul 2011, Numar persoane, 13
Rural, Harghita, Anul 2012, Numar persoane, 14
Rural, Harghita, Anul 2013, Numar persoane, 10
Rural, Harghita, Anul 2014, Numar persoane, 13
Rural, Harghita, Anul 2015, Numar persoane, 12
Rural, Harghita, Anul 2016, Numar persoane, 9
Rural, Harghita, Anul 2017, Numar persoane, 6
Rural, Harghita, Anul 2018, Numar persoane, 14
Rural, Harghita, Anul 2019, Numar persoane, 5
Rural, Harghita, Anul 2020, Numar persoane, 9
Rural, Harghita, Anul 2021, Numar persoane, 6
Rural, Harghita, Anul 2022, Numar persoane, 10
Rural, Mures, Anul 1990, Numar persoane, 27
Rural, Mures, Anul 1991, Numar persoane, 25
Rural, Mures, Anul 1992, Numar persoane, 17
Rural, Mures, Anul 1993, Numar persoane, 24
Rural, Mures, Anul 1994, Numar persoane, 25
Rural, Mures, Anul 1995, Numar persoane, 21
Rural, Mures, Anul 1996, Numar persoane, 18
Rural, Mures, Anul 1997, Numar persoane, 20
Rural, Mures, Anul 1998, Numar persoane, 27
Rural, Mures, Anul 1999, Numar persoane, 22
Rural, Mures, Anul 2000, Numar persoane, 23
Rural, Mures, Anul 2001, Numar persoane, 21
Rural, Mures, Anul 2002, Numar persoane, 20
Rural, Mures, Anul 2003, Numar persoane, 18
Rural, Mures, Anul 2004, Numar persoane, 17
Rural, Mures, Anul 2005, Numar persoane, 18
Rural, Mures, Anul 2006, Numar persoane, 28
Rural, Mures, Anul 2007, Numar persoane, 19
Rural, Mures, Anul 2008, Numar persoane, 11
Rural, Mures, Anul 2009, Numar persoane, 20
Rural, Mures, Anul 2010, Numar persoane, 16
Rural, Mures, Anul 2011, Numar persoane, 4
Rural, Mures, Anul 2012, Numar persoane, 18
Rural, Mures, Anul 2013, Numar persoane, 25
Rural, Mures, Anul 2014, Numar persoane, 20
Rural, Mures, Anul 2015, Numar persoane, 11
Rural, Mures, Anul 2016, Numar persoane, 17
Rural, Mures, Anul 2017, Numar persoane, 19
Rural, Mures, Anul 2018, Numar persoane, 22
Rural, Mures, Anul 2019, Numar persoane, 13
Rural, Mures, Anul 2020, Numar persoane, 21
Rural, Mures, Anul 2021, Numar persoane, 21
Rural, Mures, Anul 2022, Numar persoane, 22
Rural, Sibiu, Anul 1990, Numar persoane, 22
Rural, Sibiu, Anul 1991, Numar persoane, 17
Rural, Sibiu, Anul 1992, Numar persoane, 11
Rural, Sibiu, Anul 1993, Numar persoane, 11
Rural, Sibiu, Anul 1994, Numar persoane, 17
Rural, Sibiu, Anul 1995, Numar persoane, 11
Rural, Sibiu, Anul 1996, Numar persoane, 9
Rural, Sibiu, Anul 1997, Numar persoane, 13
Rural, Sibiu, Anul 1998, Numar persoane, 9
Rural, Sibiu, Anul 1999, Numar persoane, 13
Rural, Sibiu, Anul 2000, Numar persoane, 10
Rural, Sibiu, Anul 2001, Numar persoane, 10
Rural, Sibiu, Anul 2002, Numar persoane, 10
Rural, Sibiu, Anul 2003, Numar persoane, 11
Rural, Sibiu, Anul 2004, Numar persoane, 15
Rural, Sibiu, Anul 2005, Numar persoane, 8
Rural, Sibiu, Anul 2006, Numar persoane, 12
Rural, Sibiu, Anul 2007, Numar persoane, 13
Rural, Sibiu, Anul 2008, Numar persoane, 13
Rural, Sibiu, Anul 2009, Numar persoane, 14
Rural, Sibiu, Anul 2010, Numar persoane, 13
Rural, Sibiu, Anul 2011, Numar persoane, 11
Rural, Sibiu, Anul 2012, Numar persoane, 5
Rural, Sibiu, Anul 2013, Numar persoane, 11
Rural, Sibiu, Anul 2014, Numar persoane, 15
Rural, Sibiu, Anul 2015, Numar persoane, 9
Rural, Sibiu, Anul 2016, Numar persoane, 10
Rural, Sibiu, Anul 2017, Numar persoane, 4
Rural, Sibiu, Anul 2018, Numar persoane, 7
Rural, Sibiu, Anul 2019, Numar persoane, 7
Rural, Sibiu, Anul 2020, Numar persoane, 4
Rural, Sibiu, Anul 2021, Numar persoane, 6
Rural, Sibiu, Anul 2022, Numar persoane, 6
Rural, Bacau, Anul 1990, Numar persoane, 47
Rural, Bacau, Anul 1991, Numar persoane, 47
Rural, Bacau, Anul 1992, Numar persoane, 39
Rural, Bacau, Anul 1993, Numar persoane, 27
Rural, Bacau, Anul 1994, Numar persoane, 38
Rural, Bacau, Anul 1995, Numar persoane, 32
Rural, Bacau, Anul 1996, Numar persoane, 42
Rural, Bacau, Anul 1997, Numar persoane, 46
Rural, Bacau, Anul 1998, Numar persoane, 40
Rural, Bacau, Anul 1999, Numar persoane, 38
Rural, Bacau, Anul 2000, Numar persoane, 28
Rural, Bacau, Anul 2001, Numar persoane, 29
Rural, Bacau, Anul 2002, Numar persoane, 31
Rural, Bacau, Anul 2003, Numar persoane, 44
Rural, Bacau, Anul 2004, Numar persoane, 20
Rural, Bacau, Anul 2005, Numar persoane, 17
Rural, Bacau, Anul 2006, Numar persoane, 19
Rural, Bacau, Anul 2007, Numar persoane, 17
Rural, Bacau, Anul 2008, Numar persoane, 13
Rural, Bacau, Anul 2009, Numar persoane, 11
Rural, Bacau, Anul 2010, Numar persoane, 12
Rural, Bacau, Anul 2011, Numar persoane, 13
Rural, Bacau, Anul 2012, Numar persoane, 13
Rural, Bacau, Anul 2013, Numar persoane, 18
Rural, Bacau, Anul 2014, Numar persoane, 8
Rural, Bacau, Anul 2015, Numar persoane, 15
Rural, Bacau, Anul 2016, Numar persoane, 9
Rural, Bacau, Anul 2017, Numar persoane, 13
Rural, Bacau, Anul 2018, Numar persoane, 6
Rural, Bacau, Anul 2019, Numar persoane, 2
Rural, Bacau, Anul 2020, Numar persoane, 16
Rural, Bacau, Anul 2021, Numar persoane, 17
Rural, Bacau, Anul 2022, Numar persoane, 12
Rural, Botosani, Anul 1990, Numar persoane, 40
Rural, Botosani, Anul 1991, Numar persoane, 35
Rural, Botosani, Anul 1992, Numar persoane, 31
Rural, Botosani, Anul 1993, Numar persoane, 31
Rural, Botosani, Anul 1994, Numar persoane, 27
Rural, Botosani, Anul 1995, Numar persoane, 34
Rural, Botosani, Anul 1996, Numar persoane, 29
Rural, Botosani, Anul 1997, Numar persoane, 28
Rural, Botosani, Anul 1998, Numar persoane, 26
Rural, Botosani, Anul 1999, Numar persoane, 31
Rural, Botosani, Anul 2000, Numar persoane, 31
Rural, Botosani, Anul 2001, Numar persoane, 33
Rural, Botosani, Anul 2002, Numar persoane, 30
Rural, Botosani, Anul 2003, Numar persoane, 22
Rural, Botosani, Anul 2004, Numar persoane, 21
Rural, Botosani, Anul 2005, Numar persoane, 21
Rural, Botosani, Anul 2006, Numar persoane, 17
Rural, Botosani, Anul 2007, Numar persoane, 13
Rural, Botosani, Anul 2008, Numar persoane, 16
Rural, Botosani, Anul 2009, Numar persoane, 14
Rural, Botosani, Anul 2010, Numar persoane, 7
Rural, Botosani, Anul 2011, Numar persoane, 8
Rural, Botosani, Anul 2012, Numar persoane, 13
Rural, Botosani, Anul 2013, Numar persoane, 11
Rural, Botosani, Anul 2014, Numar persoane, 13
Rural, Botosani, Anul 2015, Numar persoane, 14
Rural, Botosani, Anul 2016, Numar persoane, 10
Rural, Botosani, Anul 2017, Numar persoane, 12
Rural, Botosani, Anul 2018, Numar persoane, 8
Rural, Botosani, Anul 2019, Numar persoane, 8
Rural, Botosani, Anul 2020, Numar persoane, 10
Rural, Botosani, Anul 2021, Numar persoane, 7
Rural, Botosani, Anul 2022, Numar persoane, 5
Rural, Iasi, Anul 1990, Numar persoane, 41
Rural, Iasi, Anul 1991, Numar persoane, 25
Rural, Iasi, Anul 1992, Numar persoane, 32
Rural, Iasi, Anul 1993, Numar persoane, 27
Rural, Iasi, Anul 1994, Numar persoane, 20
Rural, Iasi, Anul 1995, Numar persoane, 21
Rural, Iasi, Anul 1996, Numar persoane, 20
Rural, Iasi, Anul 1997, Numar persoane, 26
Rural, Iasi, Anul 1998, Numar persoane, 36
Rural, Iasi, Anul 1999, Numar persoane, 26
Rural, Iasi, Anul 2000, Numar persoane, 28
Rural, Iasi, Anul 2001, Numar persoane, 26
Rural, Iasi, Anul 2002, Numar persoane, 19
Rural, Iasi, Anul 2003, Numar persoane, 13
Rural, Iasi, Anul 2004, Numar persoane, 15
Rural, Iasi, Anul 2005, Numar persoane, 20
Rural, Iasi, Anul 2006, Numar persoane, 14
Rural, Iasi, Anul 2007, Numar persoane, 16
Rural, Iasi, Anul 2008, Numar persoane, 15
Rural, Iasi, Anul 2009, Numar persoane, 12
Rural, Iasi, Anul 2010, Numar persoane, 4
Rural, Iasi, Anul 2011, Numar persoane, 6
Rural, Iasi, Anul 2012, Numar persoane, 3
Rural, Iasi, Anul 2013, Numar persoane, 5
Rural, Iasi, Anul 2014, Numar persoane, 14
Rural, Iasi, Anul 2015, Numar persoane, 15
Rural, Iasi, Anul 2016, Numar persoane, 2
Rural, Iasi, Anul 2017, Numar persoane, 7
Rural, Iasi, Anul 2018, Numar persoane, 6
Rural, Iasi, Anul 2019, Numar persoane, 5
Rural, Iasi, Anul 2020, Numar persoane, 10
Rural, Iasi, Anul 2021, Numar persoane, 7
Rural, Iasi, Anul 2022, Numar persoane, 8
Rural, Neamt, Anul 1990, Numar persoane, 36
Rural, Neamt, Anul 1991, Numar persoane, 57
Rural, Neamt, Anul 1992, Numar persoane, 38
Rural, Neamt, Anul 1993, Numar persoane, 36
Rural, Neamt, Anul 1994, Numar persoane, 33
Rural, Neamt, Anul 1995, Numar persoane, 24
Rural, Neamt, Anul 1996, Numar persoane, 26
Rural, Neamt, Anul 1997, Numar persoane, 22
Rural, Neamt, Anul 1998, Numar persoane, 20
Rural, Neamt, Anul 1999, Numar persoane, 35
Rural, Neamt, Anul 2000, Numar persoane, 34
Rural, Neamt, Anul 2001, Numar persoane, 36
Rural, Neamt, Anul 2002, Numar persoane, 32
Rural, Neamt, Anul 2003, Numar persoane, 30
Rural, Neamt, Anul 2004, Numar persoane, 29
Rural, Neamt, Anul 2005, Numar persoane, 27
Rural, Neamt, Anul 2006, Numar persoane, 29
Rural, Neamt, Anul 2007, Numar persoane, 20
Rural, Neamt, Anul 2008, Numar persoane, 18
Rural, Neamt, Anul 2009, Numar persoane, 15
Rural, Neamt, Anul 2010, Numar persoane, 15
Rural, Neamt, Anul 2011, Numar persoane, 24
Rural, Neamt, Anul 2012, Numar persoane, 14
Rural, Neamt, Anul 2013, Numar persoane, 19
Rural, Neamt, Anul 2014, Numar persoane, 16
Rural, Neamt, Anul 2015, Numar persoane, 7
Rural, Neamt, Anul 2016, Numar persoane, 19
Rural, Neamt, Anul 2017, Numar persoane, 12
Rural, Neamt, Anul 2018, Numar persoane, 10
Rural, Neamt, Anul 2019, Numar persoane, 14
Rural, Neamt, Anul 2020, Numar persoane, 13
Rural, Neamt, Anul 2021, Numar persoane, 7
Rural, Neamt, Anul 2022, Numar persoane, 10
Rural, Suceava, Anul 1990, Numar persoane, 76
Rural, Suceava, Anul 1991, Numar persoane, 92
Rural, Suceava, Anul 1992, Numar persoane, 66
Rural, Suceava, Anul 1993, Numar persoane, 62
Rural, Suceava, Anul 1994, Numar persoane, 70
Rural, Suceava, Anul 1995, Numar persoane, 80
Rural, Suceava, Anul 1996, Numar persoane, 64
Rural, Suceava, Anul 1997, Numar persoane, 58
Rural, Suceava, Anul 1998, Numar persoane, 57
Rural, Suceava, Anul 1999, Numar persoane, 40
Rural, Suceava, Anul 2000, Numar persoane, 48
Rural, Suceava, Anul 2001, Numar persoane, 47
Rural, Suceava, Anul 2002, Numar persoane, 57
Rural, Suceava, Anul 2003, Numar persoane, 44
Rural, Suceava, Anul 2004, Numar persoane, 40
Rural, Suceava, Anul 2005, Numar persoane, 44
Rural, Suceava, Anul 2006, Numar persoane, 40
Rural, Suceava, Anul 2007, Numar persoane, 35
Rural, Suceava, Anul 2008, Numar persoane, 33
Rural, Suceava, Anul 2009, Numar persoane, 32
Rural, Suceava, Anul 2010, Numar persoane, 21
Rural, Suceava, Anul 2011, Numar persoane, 23
Rural, Suceava, Anul 2012, Numar persoane, 32
Rural, Suceava, Anul 2013, Numar persoane, 20
Rural, Suceava, Anul 2014, Numar persoane, 12
Rural, Suceava, Anul 2015, Numar persoane, 34
Rural, Suceava, Anul 2016, Numar persoane, 18
Rural, Suceava, Anul 2017, Numar persoane, 22
Rural, Suceava, Anul 2018, Numar persoane, 17
Rural, Suceava, Anul 2019, Numar persoane, 17
Rural, Suceava, Anul 2020, Numar persoane, 35
Rural, Suceava, Anul 2021, Numar persoane, 14
Rural, Suceava, Anul 2022, Numar persoane, 21
Rural, Vaslui, Anul 1990, Numar persoane, 51
Rural, Vaslui, Anul 1991, Numar persoane, 34
Rural, Vaslui, Anul 1992, Numar persoane, 47
Rural, Vaslui, Anul 1993, Numar persoane, 23
Rural, Vaslui, Anul 1994, Numar persoane, 28
Rural, Vaslui, Anul 1995, Numar persoane, 27
Rural, Vaslui, Anul 1996, Numar persoane, 33
Rural, Vaslui, Anul 1997, Numar persoane, 24
Rural, Vaslui, Anul 1998, Numar persoane, 18
Rural, Vaslui, Anul 1999, Numar persoane, 36
Rural, Vaslui, Anul 2000, Numar persoane, 36
Rural, Vaslui, Anul 2001, Numar persoane, 20
Rural, Vaslui, Anul 2002, Numar persoane, 38
Rural, Vaslui, Anul 2003, Numar persoane, 32
Rural, Vaslui, Anul 2004, Numar persoane, 28
Rural, Vaslui, Anul 2005, Numar persoane, 23
Rural, Vaslui, Anul 2006, Numar persoane, 16
Rural, Vaslui, Anul 2007, Numar persoane, 8
Rural, Vaslui, Anul 2008, Numar persoane, 13
Rural, Vaslui, Anul 2009, Numar persoane, 15
Rural, Vaslui, Anul 2010, Numar persoane, 13
Rural, Vaslui, Anul 2011, Numar persoane, 11
Rural, Vaslui, Anul 2012, Numar persoane, 13
Rural, Vaslui, Anul 2013, Numar persoane, 9
Rural, Vaslui, Anul 2014, Numar persoane, 9
Rural, Vaslui, Anul 2015, Numar persoane, 9
Rural, Vaslui, Anul 2016, Numar persoane, 12
Rural, Vaslui, Anul 2017, Numar persoane, 7
Rural, Vaslui, Anul 2018, Numar persoane, 9
Rural, Vaslui, Anul 2019, Numar persoane, 9
Rural, Vaslui, Anul 2020, Numar persoane, 6
Rural, Vaslui, Anul 2021, Numar persoane, 9
Rural, Vaslui, Anul 2022, Numar persoane, 4
Rural, Braila, Anul 1990, Numar persoane, 11
Rural, Braila, Anul 1991, Numar persoane, 2
Rural, Braila, Anul 1992, Numar persoane, 2
Rural, Braila, Anul 1993, Numar persoane, 4
Rural, Braila, Anul 1994, Numar persoane, 3
Rural, Braila, Anul 1995, Numar persoane, 2
Rural, Braila, Anul 1997, Numar persoane, 3
Rural, Braila, Anul 1998, Numar persoane, 2
Rural, Braila, Anul 1999, Numar persoane, 3
Rural, Braila, Anul 2001, Numar persoane, 2
Rural, Braila, Anul 2003, Numar persoane, 8
Rural, Braila, Anul 2004, Numar persoane, 9
Rural, Braila, Anul 2005, Numar persoane, 7
Rural, Braila, Anul 2006, Numar persoane, 7
Rural, Braila, Anul 2007, Numar persoane, 6
Rural, Braila, Anul 2008, Numar persoane, 5
Rural, Braila, Anul 2009, Numar persoane, 1
Rural, Braila, Anul 2010, Numar persoane, 8
Rural, Braila, Anul 2011, Numar persoane, 1
Rural, Braila, Anul 2012, Numar persoane, 3
Rural, Braila, Anul 2013, Numar persoane, 4
Rural, Braila, Anul 2014, Numar persoane, 5
Rural, Braila, Anul 2015, Numar persoane, 3
Rural, Braila, Anul 2016, Numar persoane, 8
Rural, Braila, Anul 2017, Numar persoane, 5
Rural, Braila, Anul 2018, Numar persoane, 9
Rural, Braila, Anul 2019, Numar persoane, 3
Rural, Braila, Anul 2021, Numar persoane, 3
Rural, Braila, Anul 2022, Numar persoane, 2
Rural, Buzau, Anul 1990, Numar persoane, 27
Rural, Buzau, Anul 1991, Numar persoane, 24
Rural, Buzau, Anul 1992, Numar persoane, 19
Rural, Buzau, Anul 1993, Numar persoane, 24
Rural, Buzau, Anul 1994, Numar persoane, 30
Rural, Buzau, Anul 1995, Numar persoane, 21
Rural, Buzau, Anul 1996, Numar persoane, 12
Rural, Buzau, Anul 1997, Numar persoane, 24
Rural, Buzau, Anul 1998, Numar persoane, 29
Rural, Buzau, Anul 1999, Numar persoane, 22
Rural, Buzau, Anul 2000, Numar persoane, 21
Rural, Buzau, Anul 2001, Numar persoane, 18
Rural, Buzau, Anul 2002, Numar persoane, 20
Rural, Buzau, Anul 2003, Numar persoane, 16
Rural, Buzau, Anul 2004, Numar persoane, 21
Rural, Buzau, Anul 2005, Numar persoane, 22
Rural, Buzau, Anul 2006, Numar persoane, 19
Rural, Buzau, Anul 2007, Numar persoane, 10
Rural, Buzau, Anul 2008, Numar persoane, 12
Rural, Buzau, Anul 2009, Numar persoane, 8
Rural, Buzau, Anul 2010, Numar persoane, 10
Rural, Buzau, Anul 2011, Numar persoane, 15
Rural, Buzau, Anul 2012, Numar persoane, 16
Rural, Buzau, Anul 2013, Numar persoane, 14
Rural, Buzau, Anul 2014, Numar persoane, 8
Rural, Buzau, Anul 2015, Numar persoane, 6
Rural, Buzau, Anul 2016, Numar persoane, 5
Rural, Buzau, Anul 2017, Numar persoane, 9
Rural, Buzau, Anul 2018, Numar persoane, 14
Rural, Buzau, Anul 2019, Numar persoane, 7
Rural, Buzau, Anul 2020, Numar persoane, 11
Rural, Buzau, Anul 2021, Numar persoane, 7
Rural, Buzau, Anul 2022, Numar persoane, 10
Rural, Constanta, Anul 1990, Numar persoane, 12
Rural, Constanta, Anul 1991, Numar persoane, 13
Rural, Constanta, Anul 1992, Numar persoane, 5
Rural, Constanta, Anul 1993, Numar persoane, 6
Rural, Constanta, Anul 1994, Numar persoane, 10
Rural, Constanta, Anul 1995, Numar persoane, 9
Rural, Constanta, Anul 1996, Numar persoane, 9
Rural, Constanta, Anul 1997, Numar persoane, 13
Rural, Constanta, Anul 1998, Numar persoane, 12
Rural, Constanta, Anul 1999, Numar persoane, 14
Rural, Constanta, Anul 2000, Numar persoane, 7
Rural, Constanta, Anul 2001, Numar persoane, 23
Rural, Constanta, Anul 2002, Numar persoane, 14
Rural, Constanta, Anul 2003, Numar persoane, 16
Rural, Constanta, Anul 2004, Numar persoane, 18
Rural, Constanta, Anul 2005, Numar persoane, 32
Rural, Constanta, Anul 2006, Numar persoane, 27
Rural, Constanta, Anul 2007, Numar persoane, 16
Rural, Constanta, Anul 2008, Numar persoane, 26
Rural, Constanta, Anul 2009, Numar persoane, 19
Rural, Constanta, Anul 2010, Numar persoane, 22
Rural, Constanta, Anul 2011, Numar persoane, 6
Rural, Constanta, Anul 2012, Numar persoane, 8
Rural, Constanta, Anul 2013, Numar persoane, 11
Rural, Constanta, Anul 2014, Numar persoane, 17
Rural, Constanta, Anul 2015, Numar persoane, 12
Rural, Constanta, Anul 2016, Numar persoane, 9
Rural, Constanta, Anul 2017, Numar persoane, 13
Rural, Constanta, Anul 2018, Numar persoane, 10
Rural, Constanta, Anul 2019, Numar persoane, 9
Rural, Constanta, Anul 2020, Numar persoane, 10
Rural, Constanta, Anul 2021, Numar persoane, 12
Rural, Constanta, Anul 2022, Numar persoane, 11
Rural, Galati, Anul 1990, Numar persoane, 19
Rural, Galati, Anul 1991, Numar persoane, 17
Rural, Galati, Anul 1992, Numar persoane, 20
Rural, Galati, Anul 1993, Numar persoane, 26
Rural, Galati, Anul 1994, Numar persoane, 32
Rural, Galati, Anul 1995, Numar persoane, 30
Rural, Galati, Anul 1996, Numar persoane, 20
Rural, Galati, Anul 1997, Numar persoane, 9
Rural, Galati, Anul 1998, Numar persoane, 15
Rural, Galati, Anul 1999, Numar persoane, 15
Rural, Galati, Anul 2000, Numar persoane, 17
Rural, Galati, Anul 2001, Numar persoane, 6
Rural, Galati, Anul 2002, Numar persoane, 16
Rural, Galati, Anul 2003, Numar persoane, 14
Rural, Galati, Anul 2004, Numar persoane, 13
Rural, Galati, Anul 2005, Numar persoane, 10
Rural, Galati, Anul 2006, Numar persoane, 10
Rural, Galati, Anul 2007, Numar persoane, 8
Rural, Galati, Anul 2008, Numar persoane, 13
Rural, Galati, Anul 2009, Numar persoane, 11
Rural, Galati, Anul 2010, Numar persoane, 9
Rural, Galati, Anul 2011, Numar persoane, 9
Rural, Galati, Anul 2012, Numar persoane, 8
Rural, Galati, Anul 2013, Numar persoane, 3
Rural, Galati, Anul 2014, Numar persoane, 4
Rural, Galati, Anul 2015, Numar persoane, 6
Rural, Galati, Anul 2016, Numar persoane, 13
Rural, Galati, Anul 2017, Numar persoane, 6
Rural, Galati, Anul 2018, Numar persoane, 7
Rural, Galati, Anul 2019, Numar persoane, 5
Rural, Galati, Anul 2020, Numar persoane, 9
Rural, Galati, Anul 2021, Numar persoane, 11
Rural, Galati, Anul 2022, Numar persoane, 3
Rural, Tulcea, Anul 1990, Numar persoane, 12
Rural, Tulcea, Anul 1991, Numar persoane, 15
Rural, Tulcea, Anul 1992, Numar persoane, 12
Rural, Tulcea, Anul 1993, Numar persoane, 11
